UID,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type,Timestamp,later_date,Error,Heat Dissipation Failure,No Failure,Overstrain Failure,Power Failure,Random Failures,Tool Wear Failure,rpm_null
M16564,298.1,307.8,1503.0,44.7,54,0,No Failure,2002-02-10 00:00:00,False,0,0,1,0,0,0,0,False
M16565,298.1,307.8,1608.0,32.6,57,0,No Failure,2002-02-10 01:00:00,False,0,0,1,0,0,0,0,False
L48886,298.2,307.8,1521.0,42.9,60,0,No Failure,2002-02-10 02:00:00,False,0,0,1,0,0,0,0,False
L48887,298.2,307.8,1439.0,41.6,62,0,No Failure,2002-02-10 03:00:00,False,0,0,1,0,0,0,0,False
L48888,298.2,307.8,1627.0,31.5,64,0,No Failure,2002-02-10 04:00:00,False,0,0,1,0,0,0,0,False
L48889,298.2,307.8,1749.0,26.1,66,0,No Failure,2002-02-10 05:00:00,False,0,0,1,0,0,0,0,False
L48890,298.2,307.8,1530.0,35.9,68,0,No Failure,2002-02-10 06:00:00,False,0,0,1,0,0,0,0,False
L48891,298.2,307.8,1355.0,51.3,70,0,No Failure,2002-02-10 07:00:00,False,0,0,1,0,0,0,0,False
L48892,298.3,307.9,1551.0,33.8,72,0,No Failure,2002-02-10 08:00:00,False,0,0,1,0,0,0,0,False
L48893,298.2,307.8,1515.0,46.7,74,0,No Failure,2002-02-10 09:00:00,False,0,0,1,0,0,0,0,False
L48894,298.2,307.8,1388.0,48.6,76,0,No Failure,2002-02-10 10:00:00,False,0,0,1,0,0,0,0,False
L48895,298.2,307.8,1585.0,34.6,78,0,No Failure,2002-02-10 11:00:00,False,0,0,1,0,0,0,0,False
L48896,298.1,307.7,1523.0,37.7,80,0,No Failure,2002-02-10 12:00:00,False,0,0,1,0,0,0,0,False
L48897,298.2,307.6,,54.5,82,0,No Failure,2002-02-10 13:00:00,False,0,0,1,0,0,0,0,True
M16578,298.2,307.7,1681.0,31.0,84,0,No Failure,2002-02-10 14:00:00,False,0,0,1,0,0,0,0,False
L48899,298.2,307.7,1503.0,38.3,87,0,No Failure,2002-02-10 15:00:00,False,0,0,1,0,0,0,0,False
L48900,298.2,307.7,1459.0,44.5,89,0,No Failure,2002-02-10 16:00:00,False,0,0,1,0,0,0,0,False
L48901,298.2,307.7,1688.0,32.4,91,0,No Failure,2002-02-10 17:00:00,False,0,0,1,0,0,0,0,False
M16582,298.2,307.7,1952.0,21.6,93,0,No Failure,2002-02-10 18:00:00,False,0,0,1,0,0,0,0,False
L48903,282.2,307.8,2029.0,19.9,96,0,No Failure,2002-02-10 19:00:00,False,0,0,1,0,0,0,0,False
M16584,298.3,307.8,1457.0,52.5,98,0,No Failure,2002-02-10 20:00:00,False,0,0,1,0,0,0,0,False
M16585,298.3,307.8,1392.0,50.4,101,0,No Failure,2002-02-10 21:00:00,False,0,0,1,0,0,0,0,False
L48906,298.3,307.8,1906.0,22.1,104,0,No Failure,2002-02-10 22:00:00,False,0,0,1,0,0,0,0,False
M16587,298.3,307.7,1602.0,33.4,106,0,No Failure,2002-02-10 23:00:00,False,0,0,1,0,0,0,0,False
L48908,298.3,307.7,1465.0,49.4,109,0,No Failure,2002-02-11 00:00:00,False,0,0,1,0,0,0,0,False
M16589,298.3,307.7,1439.0,43.8,111,0,No Failure,2002-02-11 01:00:00,False,0,0,1,0,0,0,0,False
M16590,298.3,307.8,1330.0,55.4,114,0,No Failure,2002-02-11 02:00:00,False,0,0,1,0,0,0,0,False
M16591,298.3,307.9,1485.0,42.0,117,0,No Failure,2002-02-11 03:00:00,False,0,0,1,0,0,0,0,False
H31146,298.4,307.9,,28.2,120,0,No Failure,2002-02-11 04:00:00,False,0,0,1,0,0,0,0,True
L48913,298.4,308.0,1515.0,42.8,125,0,No Failure,2002-02-11 05:00:00,False,0,0,1,0,0,0,0,False
M16594,298.5,308.1,1501.0,39.2,127,0,No Failure,2002-02-11 06:00:00,False,0,0,1,0,0,0,0,False
L48915,298.4,308.0,1380.0,47.6,130,0,No Failure,2002-02-11 07:00:00,False,0,0,1,0,0,0,0,False
L48916,298.4,307.9,1544.0,35.9,132,0,No Failure,2002-02-11 08:00:00,False,0,0,1,0,0,0,0,False
L48917,298.4,307.9,1743.0,27.3,134,0,No Failure,2002-02-11 09:00:00,False,0,0,1,0,0,0,0,False
H31152,298.4,307.9,1948.0,21.4,136,0,No Failure,2002-02-11 10:00:00,False,0,0,1,0,0,0,0,False
H31153,298.5,307.9,1260.0,54.2,141,0,No Failure,2012-02-11 11:00:00,True,0,0,1,0,0,0,0,False
M16600,298.5,307.9,1640.0,33.1,146,0,No Failure,2002-02-11 12:00:00,False,0,0,1,0,0,0,0,False
M16601,298.5,308.0,1363.0,49.2,149,0,No Failure,2002-02-11 13:00:00,False,0,0,1,0,0,0,0,False
L48922,298.5,308.0,1379.0,49.6,152,0,No Failure,2002-02-11 14:00:00,False,0,0,1,0,0,0,0,False
M16603,298.5,308.0,1713.0,25.8,154,0,No Failure,2002-02-11 15:00:00,False,0,0,1,0,0,0,0,False
M16604,298.5,308.0,1461.0,51.9,157,0,No Failure,2002-02-11 16:00:00,False,0,0,1,0,0,0,0,False
L48925,298.5,308.0,1624.0,29.8,160,0,No Failure,2002-02-11 17:00:00,False,0,0,1,0,0,0,0,False
L48926,298.4,308.0,1526.0,41.1,162,0,No Failure,2002-02-11 18:00:00,False,0,0,1,0,0,0,0,False
L48927,298.4,307.9,2381.0,14.2,164,0,No Failure,2002-02-11 19:00:00,False,0,0,1,0,0,0,0,False
H31162,298.4,307.7,1626.0,31.1,166,0,Random Failures,2002-02-11 20:00:00,False,0,0,0,0,0,1,0,False
L48929,298.3,307.7,1576.0,33.8,171,0,No Failure,2002-02-11 21:00:00,False,0,0,1,0,0,0,0,False
M16610,298.4,307.8,1617.0,31.6,173,0,No Failure,2002-02-11 22:00:00,False,0,0,1,0,0,0,0,False
L48931,298.3,307.6,1942.0,20.6,176,0,No Failure,2002-02-11 23:00:00,False,0,0,1,0,0,0,0,False
L48932,282.2,307.6,1492.0,37.2,178,0,No Failure,2002-02-12 00:00:00,False,0,0,1,0,0,0,0,False
L48933,298.2,307.5,1470.0,51.3,180,0,No Failure,2002-02-12 01:00:00,False,0,0,1,0,0,0,0,False
M16614,298.0,307.4,1463.0,46.5,182,0,No Failure,2002-02-12 02:00:00,False,0,0,1,0,0,0,0,False
L48935,298.0,307.3,1424.0,46.5,185,0,No Failure,2012-02-12 03:00:00,True,0,0,1,0,0,0,0,False
M16616,298.1,307.4,1363.0,60.1,187,0,No Failure,2002-02-12 04:00:00,False,0,0,1,0,0,0,0,False
M16617,298.1,307.4,1335.0,56.2,190,0,No Failure,2002-02-12 05:00:00,False,0,0,1,0,0,0,0,False
L48938,298.1,307.4,1608.0,33.9,193,0,No Failure,2002-02-12 06:00:00,False,0,0,1,0,0,0,0,False
H31173,298.0,307.4,1606.0,35.2,195,0,No Failure,2002-02-12 07:00:00,False,0,0,1,0,0,0,0,False
L48940,298.1,307.5,1684.0,33.1,200,0,No Failure,2002-02-12 08:00:00,False,0,0,1,0,0,0,0,False
L48941,298.1,307.6,1950.0,20.3,202,0,No Failure,2002-02-12 09:00:00,False,0,0,1,0,0,0,0,False
H31176,298.2,307.6,1460.0,48.6,204,0,No Failure,2002-02-12 10:00:00,False,0,0,1,0,0,0,0,False
L48943,298.2,307.6,1511.0,31.0,209,1,Tool Wear Failure,2002-02-12 11:00:00,False,0,0,0,0,0,0,1,False
H31178,298.2,307.6,1318.0,55.7,0,0,No Failure,2002-02-12 12:00:00,False,0,0,1,0,0,0,0,False
L48945,298.2,307.6,1368.0,51.8,5,0,No Failure,2002-02-12 13:00:00,False,0,0,1,0,0,0,0,False
M16626,298.3,307.7,1717.0,27.1,7,0,No Failure,2002-02-12 14:00:00,False,0,0,1,0,0,0,0,False
M16627,298.3,307.7,1520.0,41.4,10,0,No Failure,2002-02-12 15:00:00,False,0,0,1,0,0,0,0,False
M16628,298.3,307.8,1485.0,42.0,13,0,No Failure,2002-02-12 16:00:00,False,0,0,1,0,0,0,0,False
L48949,282.4,307.9,1981.0,23.2,16,0,No Failure,2002-02-12 17:00:00,False,0,0,1,0,0,0,0,False
H31184,298.4,307.9,1605.0,31.0,18,0,No Failure,2002-02-12 18:00:00,False,0,0,1,0,0,0,0,False
L48951,298.4,307.9,1446.0,125.1,23,0,No Failure,2002-02-12 19:00:00,False,0,0,1,0,0,0,0,False
L48952,298.4,308.0,1508.0,47.9,25,0,No Failure,2002-02-12 20:00:00,False,0,0,1,0,0,0,0,False
L48953,298.5,308.0,1384.0,59.5,27,0,No Failure,2002-02-12 21:00:00,False,0,0,1,0,0,0,0,False
M16634,298.5,308.0,1519.0,37.3,29,0,No Failure,2002-02-12 22:00:00,False,0,0,1,0,0,0,0,False
L48955,298.5,308.0,1404.0,48.1,32,0,No Failure,2002-02-12 23:00:00,False,0,0,1,0,0,0,0,False
L48956,282.5,308.1,1564.0,31.1,34,0,No Failure,2002-02-13 00:00:00,False,0,0,1,0,0,0,0,False
H31191,298.6,308.2,1555.0,36.8,36,0,No Failure,2002-02-13 01:00:00,False,0,0,1,0,0,0,0,False
L48958,298.6,308.2,1325.0,54.0,41,0,No Failure,2002-02-13 02:00:00,False,0,0,1,0,0,0,0,False
M16639,298.6,308.2,1488.0,44.0,43,0,No Failure,2002-02-13 03:00:00,False,0,0,1,0,0,0,0,False
L48960,298.5,308.2,1595.0,112.1,46,0,No Failure,2002-02-13 04:00:00,False,0,0,1,0,0,0,0,False
L48961,298.5,308.1,1662.0,28.6,48,0,No Failure,2002-02-13 05:00:00,False,0,0,1,0,0,0,0,False
L48962,298.4,308.0,1571.0,37.4,50,0,No Failure,2002-02-13 06:00:00,False,0,0,1,0,0,0,0,False
H31197,298.3,308.0,1553.0,41.0,52,0,No Failure,2002-02-13 07:00:00,False,0,0,1,0,0,0,0,False
L48964,298.3,308.0,2886.0,3.8,57,1,Power Failure,2002-02-13 08:00:00,False,0,0,0,0,1,0,0,False
L48965,298.2,308.0,1538.0,38.2,59,0,No Failure,2002-02-13 09:00:00,False,0,0,1,0,0,0,0,False
L48966,298.4,308.2,1618.0,33.0,61,0,No Failure,2002-02-13 10:00:00,False,0,0,1,0,0,0,0,False
L48967,298.4,308.2,1364.0,45.9,63,0,No Failure,2002-02-13 11:00:00,False,0,0,1,0,0,0,0,False
L48968,298.3,308.0,1442.0,47.3,65,0,No Failure,2002-02-13 12:00:00,False,0,0,1,0,0,0,0,False
L48969,298.2,307.9,1313.0,67.3,67,1,Power Failure,2002-02-13 13:00:00,False,0,0,0,0,1,0,0,False
L48970,298.2,307.9,1847.0,23.6,69,0,No Failure,2002-02-13 14:00:00,False,0,0,1,0,0,0,0,False
L48971,298.1,307.8,1524.0,40.8,71,0,No Failure,2002-02-13 15:00:00,False,0,0,1,0,0,0,0,False
M16652,298.1,307.7,1445.0,48.0,73,0,No Failure,2002-02-13 16:00:00,False,0,0,1,0,0,0,0,False
L48973,298.1,307.8,1761.0,28.2,76,0,No Failure,2002-02-13 17:00:00,False,0,0,1,0,0,0,0,False
M16654,298.1,307.8,1514.0,43.5,78,0,No Failure,2002-02-13 18:00:00,False,0,0,1,0,0,0,0,False
M16655,298.1,307.7,1498.0,38.3,81,0,No Failure,2002-02-13 19:00:00,False,0,0,1,0,0,0,0,False
H31210,298.1,307.6,1542.0,37.1,84,0,No Failure,2002-02-13 20:00:00,False,0,0,1,0,0,0,0,False
M16657,298.0,307.6,1508.0,41.8,89,0,No Failure,2002-02-13 21:00:00,False,0,0,1,0,0,0,0,False
M16658,298.0,307.5,1431.0,132.7,92,0,No Failure,2002-02-13 22:00:00,False,0,0,1,0,0,0,0,False
M16659,282.0,307.5,1427.0,45.1,95,0,No Failure,2002-02-13 23:00:00,False,0,0,1,0,0,0,0,False
M16660,282.0,307.5,1524.0,36.3,98,0,No Failure,2002-02-14 00:00:00,False,0,0,1,0,0,0,0,False
M16661,298.0,307.5,1427.0,43.6,101,0,No Failure,2002-02-14 01:00:00,False,0,0,1,0,0,0,0,False
H31216,298.1,307.6,1496.0,44.1,104,0,No Failure,2002-02-14 02:00:00,False,0,0,1,0,0,0,0,False
L48983,298.1,307.7,1388.0,40.3,109,0,No Failure,2002-02-14 03:00:00,False,0,0,1,0,0,0,0,False
L48984,298.1,307.7,1495.0,48.1,111,0,No Failure,2002-02-14 04:00:00,False,0,0,1,0,0,0,0,False
H31219,298.1,307.7,1376.0,56.2,113,0,No Failure,2002-02-14 05:00:00,False,0,0,1,0,0,0,0,False
H31220,298.0,307.6,1593.0,32.2,118,0,No Failure,2002-02-14 06:00:00,False,0,0,1,0,0,0,0,False
L48987,298.0,307.6,1654.0,28.9,123,0,No Failure,2002-02-14 07:00:00,False,0,0,1,0,0,0,0,False
L48988,298.1,307.7,2567.0,12.8,125,1,Power Failure,2002-02-14 08:00:00,False,0,0,0,0,1,0,0,False
L48989,298.1,307.7,1767.0,27.0,127,0,No Failure,2002-02-14 09:00:00,False,0,0,1,0,0,0,0,False
L48990,298.1,307.6,1364.0,53.8,129,0,No Failure,2002-02-14 10:00:00,False,0,0,1,0,0,0,0,False
M16671,298.1,307.8,1569.0,31.2,131,0,No Failure,2002-02-14 11:00:00,False,0,0,1,0,0,0,0,False
L48992,298.2,307.8,1476.0,36.8,134,0,No Failure,2002-02-14 12:00:00,False,0,0,1,0,0,0,0,False
L48993,298.1,307.7,1479.0,45.0,136,0,No Failure,2002-02-14 13:00:00,False,0,0,1,0,0,0,0,False
L48994,298.1,307.7,1650.0,34.1,138,0,No Failure,2002-02-14 14:00:00,False,0,0,1,0,0,0,0,False
M16675,298.1,307.6,1565.0,36.3,140,0,No Failure,2002-02-14 15:00:00,False,0,0,1,0,0,0,0,False
L48996,298.1,307.6,1460.0,46.5,143,0,No Failure,2002-02-14 16:00:00,False,0,0,1,0,0,0,0,False
L48997,298.1,307.7,1664.0,27.6,145,0,No Failure,2002-02-14 17:00:00,False,0,0,1,0,0,0,0,False
M16678,298.1,307.7,1435.0,40.9,147,0,No Failure,2002-02-14 18:00:00,False,0,0,1,0,0,0,0,False
M16679,298.1,307.6,2066.0,19.2,150,0,No Failure,2002-02-14 19:00:00,False,0,0,1,0,0,0,0,False
L49000,298.1,307.5,1493.0,43.7,153,0,No Failure,2002-02-14 20:00:00,False,0,0,1,0,0,0,0,False
L49001,298.1,307.6,1354.0,43.3,155,0,No Failure,2002-02-14 21:00:00,False,0,0,1,0,0,0,0,False
L49002,298.1,307.6,1488.0,119.2,157,0,No Failure,2002-02-14 22:00:00,False,0,0,1,0,0,0,0,False
L49003,298.1,307.7,1414.0,48.7,159,0,No Failure,2002-02-14 23:00:00,False,0,0,1,0,0,0,0,False
L49004,298.1,307.5,1391.0,57.4,161,0,No Failure,2012-02-15 00:00:00,True,0,0,1,0,0,0,0,False
M16685,298.0,307.5,1784.0,27.8,163,0,No Failure,2002-02-15 01:00:00,False,0,0,1,0,0,0,0,False
H31240,297.8,307.3,1516.0,40.1,166,0,No Failure,2002-02-15 02:00:00,False,0,0,1,0,0,0,0,False
M16687,297.9,307.3,1420.0,47.8,171,0,No Failure,2002-02-15 03:00:00,False,0,0,1,0,0,0,0,False
L49008,297.8,307.2,1351.0,56.3,174,0,No Failure,2002-02-15 04:00:00,False,0,0,1,0,0,0,0,False
L49009,297.8,307.2,1880.0,23.0,176,0,No Failure,2002-02-15 05:00:00,False,0,0,1,0,0,0,0,False
L49010,297.8,307.3,1859.0,24.0,178,0,No Failure,2002-02-15 06:00:00,False,0,0,1,0,0,0,0,False
M16691,297.8,307.3,1315.0,54.0,180,0,No Failure,2002-02-15 07:00:00,False,0,0,1,0,0,0,0,False
M16692,297.8,307.4,1330.0,51.7,183,0,No Failure,2002-02-15 08:00:00,False,0,0,1,0,0,0,0,False
L49013,297.8,307.3,1327.0,61.0,186,1,Overstrain Failure,2002-02-15 09:00:00,False,0,0,0,1,0,0,0,False
L49014,297.8,307.2,1498.0,38.1,188,0,No Failure,2002-02-15 10:00:00,False,0,0,1,0,0,0,0,False
H31249,281.8,307.3,1555.0,35.8,190,0,No Failure,2002-02-15 11:00:00,False,0,0,1,0,0,0,0,False
L49016,297.7,307.2,1518.0,35.8,195,0,Error,2002-02-15 12:00:00,False,1,0,0,0,0,0,0,False
L49017,297.7,307.2,1392.0,43.0,197,0,No Failure,2002-02-15 13:00:00,False,0,0,1,0,0,0,0,False
M16698,297.8,307.2,1456.0,39.6,199,0,No Failure,2002-02-15 14:00:00,False,0,0,1,0,0,0,0,False
L49019,297.7,307.1,1715.0,30.2,0,0,No Failure,2002-02-15 15:00:00,False,0,0,1,0,0,0,0,False
M16700,297.7,307.2,1405.0,43.7,2,0,No Failure,2002-02-15 16:00:00,False,0,0,1,0,0,0,0,False
L49021,297.7,307.2,1668.0,37.8,5,0,No Failure,2002-02-15 17:00:00,False,0,0,1,0,0,0,0,False
H31256,281.7,307.1,1855.0,22.5,7,0,No Failure,2002-02-15 18:00:00,False,0,0,1,0,0,0,0,False
L49023,297.6,307.1,1496.0,39.2,12,0,No Failure,2002-02-15 19:00:00,False,0,0,1,0,0,0,0,False
M16704,297.6,307.1,1471.0,44.9,14,0,No Failure,2002-02-15 20:00:00,False,0,0,1,0,0,0,0,False
L49025,297.7,307.2,1444.0,40.0,17,0,No Failure,2002-02-15 21:00:00,False,0,0,1,0,0,0,0,False
H31260,297.7,307.3,1514.0,38.6,19,0,No Failure,2002-02-15 22:00:00,False,0,0,1,0,0,0,0,False
L49027,297.8,307.3,1412.0,50.7,24,0,No Failure,2002-02-15 23:00:00,False,0,0,1,0,0,0,0,False
H31262,297.7,307.2,1429.0,44.1,26,0,No Failure,2002-02-16 00:00:00,False,0,0,1,0,0,0,0,False
L49029,297.7,307.2,1668.0,32.7,31,0,No Failure,2002-02-16 01:00:00,False,0,0,1,0,0,0,0,False
M16710,297.7,307.2,1372.0,52.8,33,0,No Failure,2002-02-16 02:00:00,False,0,0,1,0,0,0,0,False
M16711,297.7,307.3,1365.0,49.2,36,0,No Failure,2002-02-16 03:00:00,False,0,0,1,0,0,0,0,False
M16712,297.6,307.1,1526.0,39.1,39,0,No Failure,2002-02-16 04:00:00,False,0,0,1,0,0,0,0,False
L49033,297.6,307.2,1486.0,40.6,42,0,No Failure,2002-02-16 05:00:00,False,0,0,1,0,0,0,0,False
M16714,297.6,307.2,1470.0,42.6,44,0,No Failure,2002-02-16 06:00:00,False,0,0,1,0,0,0,0,False
H31269,297.7,307.3,1249.0,62.8,47,0,No Failure,2002-02-16 07:00:00,False,0,0,1,0,0,0,0,False
M16716,297.8,307.4,1752.0,26.1,52,0,No Failure,2002-02-16 08:00:00,False,0,0,1,0,0,0,0,False
L49037,297.7,307.4,1643.0,36.5,55,0,No Failure,2002-02-16 09:00:00,False,0,0,1,0,0,0,0,False
M16718,297.8,307.4,1488.0,36.1,57,0,No Failure,2002-02-16 10:00:00,False,0,0,1,0,0,0,0,False
L49039,297.8,307.4,1355.0,45.8,60,0,No Failure,2002-02-16 11:00:00,False,0,0,1,0,0,0,0,False
L49040,297.8,307.6,1607.0,30.3,62,0,No Failure,2002-02-16 12:00:00,False,0,0,1,0,0,0,0,False
M16721,297.9,307.6,1609.0,30.3,64,0,No Failure,2002-02-16 13:00:00,False,0,0,1,0,0,0,0,False
L49042,297.9,307.7,1517.0,44.4,67,0,No Failure,2002-02-16 14:00:00,False,0,0,1,0,0,0,0,False
M16723,297.9,307.7,1517.0,39.5,69,0,No Failure,2002-02-16 15:00:00,False,0,0,1,0,0,0,0,False
L49044,297.9,307.7,1546.0,37.6,72,0,No Failure,2002-02-16 16:00:00,False,0,0,1,0,0,0,0,False
L49045,297.9,307.7,1567.0,34.7,74,0,No Failure,2002-02-16 17:00:00,False,0,0,1,0,0,0,0,False
M16726,298.1,307.9,1662.0,28.9,76,0,No Failure,2002-02-16 18:00:00,False,0,0,1,0,0,0,0,False
L49047,298.1,307.9,1502.0,41.8,79,0,No Failure,2002-02-16 19:00:00,False,0,0,1,0,0,0,0,False
L49048,298.3,308.0,1361.0,56.9,81,0,No Failure,2002-02-16 20:00:00,False,0,0,1,0,0,0,0,False
M16729,298.3,308.1,1630.0,32.7,83,0,No Failure,2002-02-16 21:00:00,False,0,0,1,0,0,0,0,False
L49050,298.3,308.0,1486.0,42.3,86,0,No Failure,2002-02-16 22:00:00,False,0,0,1,0,0,0,0,False
L49051,298.3,308.1,1840.0,21.5,88,0,No Failure,2002-02-16 23:00:00,False,0,0,1,0,0,0,0,False
L49052,298.3,308.1,1326.0,58.4,90,0,No Failure,2002-02-17 00:00:00,False,0,0,1,0,0,0,0,False
L49053,298.4,308.1,1367.0,57.8,92,0,No Failure,2002-02-17 01:00:00,False,0,0,1,0,0,0,0,False
L49054,298.4,308.1,,32.7,94,0,No Failure,2002-02-17 02:00:00,False,0,0,1,0,0,0,0,True
L49055,298.3,308.0,1363.0,50.1,96,0,No Failure,2002-02-17 03:00:00,False,0,0,1,0,0,0,0,False
L49056,298.3,308.0,1242.0,62.0,98,0,No Failure,2002-02-17 04:00:00,False,0,0,1,0,0,0,0,False
M16737,298.2,307.8,1566.0,33.8,100,0,No Failure,2002-02-17 05:00:00,False,0,0,1,0,0,0,0,False
M16738,298.1,307.7,1424.0,47.7,103,0,No Failure,2002-02-17 06:00:00,False,0,0,1,0,0,0,0,False
M16739,298.2,307.7,1608.0,33.8,106,0,No Failure,2002-02-17 07:00:00,False,0,0,1,0,0,0,0,False
L49060,298.1,307.7,1705.0,108.9,109,0,No Failure,2002-02-17 08:00:00,False,0,0,1,0,0,0,0,False
L49061,298.0,307.6,1548.0,45.8,111,0,No Failure,2002-02-17 09:00:00,False,0,0,1,0,0,0,0,False
M16742,298.0,307.6,1581.0,43.4,113,0,No Failure,2002-02-17 10:00:00,False,0,0,1,0,0,0,0,False
M16743,298.0,307.6,1472.0,46.7,116,0,No Failure,2002-02-17 11:00:00,False,0,0,1,0,0,0,0,False
M16744,298.0,307.6,1792.0,26.0,119,0,No Failure,2002-02-17 12:00:00,False,0,0,1,0,0,0,0,False
L49065,298.0,307.6,1683.0,32.8,122,0,No Failure,2002-02-17 13:00:00,False,0,0,1,0,0,0,0,False
L49066,297.9,307.6,1503.0,40.7,124,0,No Failure,2002-02-17 14:00:00,False,0,0,1,0,0,0,0,False
M16747,297.9,307.5,1642.0,32.4,126,0,No Failure,2002-02-17 15:00:00,False,0,0,1,0,0,0,0,False
M16748,297.8,307.4,1902.0,24.3,129,0,No Failure,2002-02-17 16:00:00,False,0,0,1,0,0,0,0,False
H31303,297.7,307.4,1432.0,40.2,132,0,No Failure,2002-02-17 17:00:00,False,0,0,1,0,0,0,0,False
L49070,297.8,307.4,1512.0,40.8,137,0,No Failure,2002-02-17 18:00:00,False,0,0,1,0,0,0,0,False
L49071,297.7,307.4,1764.0,29.0,139,0,No Failure,2002-02-17 19:00:00,False,0,0,1,0,0,0,0,False
M16752,297.8,307.4,1438.0,123.4,141,0,No Failure,2002-02-17 20:00:00,False,0,0,1,0,0,0,0,False
L49073,297.8,307.5,1631.0,29.9,144,0,No Failure,2002-02-17 21:00:00,False,0,0,1,0,0,0,0,False
H31308,297.9,307.5,1880.0,23.3,146,0,No Failure,2002-02-17 22:00:00,False,0,0,1,0,0,0,0,False
L49075,297.9,307.6,1344.0,213.9,151,0,No Failure,2002-02-17 23:00:00,False,0,0,1,0,0,0,0,False
L49076,297.9,307.5,1574.0,35.8,153,0,No Failure,2002-02-18 00:00:00,False,0,0,1,0,0,0,0,False
L49077,297.8,307.4,1418.0,41.2,155,0,No Failure,2002-02-18 01:00:00,False,0,0,1,0,0,0,0,False
L49078,297.8,307.5,1372.0,54.1,157,0,No Failure,2002-02-18 02:00:00,False,0,0,1,0,0,0,0,False
L49079,297.8,307.5,1388.0,40.0,159,0,Error,2002-02-18 03:00:00,False,1,0,0,0,0,0,0,False
H31314,281.9,307.6,1493.0,36.0,161,0,No Failure,2002-02-18 04:00:00,False,0,0,1,0,0,0,0,False
M16761,297.9,307.6,1505.0,40.1,166,0,No Failure,2002-02-18 05:00:00,False,0,0,1,0,0,0,0,False
L49082,298.0,307.6,1694.0,29.1,169,0,No Failure,2002-02-18 06:00:00,False,0,0,1,0,0,0,0,False
L49083,297.9,307.6,1968.0,20.4,171,0,No Failure,2002-02-18 07:00:00,False,0,0,1,0,0,0,0,False
M16764,298.0,307.6,1569.0,35.6,173,0,No Failure,2002-02-18 08:00:00,False,0,0,1,0,0,0,0,False
L49085,297.9,307.6,1687.0,29.1,176,0,No Failure,2002-02-18 09:00:00,False,0,0,1,0,0,0,0,False
L49086,297.9,307.6,1430.0,52.4,178,0,No Failure,2002-02-18 10:00:00,False,0,0,1,0,0,0,0,False
L49087,297.9,307.6,1504.0,42.4,180,0,No Failure,2002-02-18 11:00:00,False,0,0,1,0,0,0,0,False
L49088,297.9,307.6,1977.0,20.2,182,0,No Failure,2002-02-18 12:00:00,False,0,0,1,0,0,0,0,False
L49089,282.0,307.7,1435.0,45.6,184,0,No Failure,2002-02-18 13:00:00,False,0,0,1,0,0,0,0,False
H31324,298.0,307.7,1547.0,36.8,186,0,No Failure,2002-02-18 14:00:00,False,0,0,1,0,0,0,0,False
M16771,298.1,307.8,1316.0,57.2,191,0,No Failure,2002-02-18 15:00:00,False,0,0,1,0,0,0,0,False
M16772,298.0,307.7,1621.0,34.9,194,0,No Failure,2002-02-18 16:00:00,False,0,0,1,0,0,0,0,False
M16773,298.0,307.8,1492.0,40.2,197,0,No Failure,2002-02-18 17:00:00,False,0,0,1,0,0,0,0,False
L49094,282.0,307.7,1643.0,32.3,200,0,No Failure,2002-02-18 18:00:00,False,0,0,1,0,0,0,0,False
L49095,298.0,307.7,1492.0,38.7,202,0,No Failure,2002-02-18 19:00:00,False,0,0,1,0,0,0,0,False
L49096,298.0,307.7,1387.0,50.8,204,0,No Failure,2002-02-18 20:00:00,False,0,0,1,0,0,0,0,False
M16777,298.1,307.9,1463.0,47.3,206,0,No Failure,2002-02-18 21:00:00,False,0,0,1,0,0,0,0,False
M16778,298.1,307.9,1496.0,40.0,0,0,No Failure,2002-02-18 22:00:00,False,0,0,1,0,0,0,0,False
L49099,298.2,308.0,1658.0,30.0,3,0,No Failure,2002-02-18 23:00:00,False,0,0,1,0,0,0,0,False
L49100,298.1,307.9,2161.0,17.5,5,0,No Failure,2002-02-19 00:00:00,False,0,0,1,0,0,0,0,False
L49101,298.1,307.9,1665.0,32.0,7,0,No Failure,2002-02-19 01:00:00,False,0,0,1,0,0,0,0,False
L49102,298.0,307.8,1716.0,106.4,9,0,No Failure,2002-02-19 02:00:00,False,0,0,1,0,0,0,0,False
L49103,298.0,307.7,1529.0,34.1,11,0,No Failure,2002-02-19 03:00:00,False,0,0,1,0,0,0,0,False
L49104,297.9,307.7,1353.0,50.7,13,0,No Failure,2002-02-19 04:00:00,False,0,0,1,0,0,0,0,False
L49105,297.9,307.7,1537.0,37.7,15,0,No Failure,2002-02-19 05:00:00,False,0,0,1,0,0,0,0,False
L49106,298.0,307.7,1606.0,30.8,17,0,No Failure,2002-02-19 06:00:00,False,0,0,1,0,0,0,0,False
H31341,298.0,307.8,1314.0,47.8,19,0,No Failure,2002-02-19 07:00:00,False,0,0,1,0,0,0,0,False
L49108,298.0,307.8,1623.0,29.9,24,0,No Failure,2012-02-19 08:00:00,True,0,0,1,0,0,0,0,False
M16789,298.0,307.8,1483.0,50.9,26,0,No Failure,2002-02-19 09:00:00,False,0,0,1,0,0,0,0,False
M16790,298.1,307.9,1569.0,37.0,29,0,No Failure,2002-02-19 10:00:00,False,0,0,1,0,0,0,0,False
